Date,Open,High,Low,Close,Volume
7/28/2011,5.52,5.71,5.508,5.634,4531780
7/29/2011,5.546,5.68,5.5,5.634,4740635
8/1/2011,5.734,5.796,5.642,5.754,5824110
8/2/2011,5.738,5.84,5.454,5.468,7730600
8/3/2011,5.5,5.566,5.268,5.44,9004140
8/4/2011,5.302,5.378,4.934,4.95,15325915
8/5/2011,4.998,5.076,4.566,4.848,9820275
8/8/2011,4.632,4.888,4.62,4.728,13042360
8/9/2011,4.88,5.09,4.74,5.012,6666910
8/10/2011,5.08,5.088,4.726,4.764,7800235
8/11/2011,4.808,5.15,4.8,5.06,4149420
8/12/2011,5.12,5.428,5.072,5.262,5045100
8/15/2011,5.324,5.35,5.186,5.246,3226790
8/16/2011,5.226,5.308,5.166,5.22,2688440
8/17/2011,5.278,5.33,5.102,5.166,3218360
8/18/2011,5,5.03,4.694,4.852,5282845
8/19/2011,4.76,4.844,4.4,4.46,6876385
8/22/2011,4.622,4.76,4.336,4.39,4930405
8/23/2011,4.386,4.622,4.3,4.592,4344840
8/24/2011,4.62,4.786,4.566,4.774,3421190
8/25/2011,4.774,4.774,4.58,4.622,3398700
8/26/2011,4.542,4.79,4.414,4.746,3808780
8/29/2011,4.844,4.97,4.804,4.942,4016510
8/30/2011,4.9,4.954,4.818,4.926,1830795
8/31/2011,4.96,5.1,4.856,4.948,4118675
9/1/2011,4.932,4.974,4.768,4.8,4240425
9/2/2011,4.752,4.752,4.536,4.614,3396025
9/6/2011,4.5,4.64,4.458,4.588,4048800
9/7/2011,4.684,4.8,4.656,4.768,2295930
9/8/2011,4.716,4.806,4.656,4.722,2528485
9/9/2011,4.674,4.714,4.51,4.594,3346315
9/12/2011,4.578,4.662,4.49,4.576,2832855
9/13/2011,4.602,4.82,4.55,4.816,3632305
9/14/2011,4.868,4.968,4.758,4.868,4153885
9/15/2011,4.916,4.986,4.866,4.964,2812560
9/16/2011,4.898,5.168,4.898,5.16,7085370
9/19/2011,4.986,5.162,4.764,5.154,5355315
9/20/2011,5.154,5.32,5.134,5.202,5901755
9/21/2011,5.19,5.39,5.14,5.17,4937885
9/22/2011,5.128,5.222,4.976,5.126,3879010
9/23/2011,5.084,5.324,5.07,5.276,5781640
9/26/2011,5.3,5.304,4.98,5.104,4673575
9/27/2011,5.2,5.398,5.114,5.238,3372145
9/28/2011,5.2,5.3,4.902,4.918,3616030
9/29/2011,5.144,5.164,4.71,4.824,4647725
9/30/2011,4.96,4.978,4.698,4.878,6680270
10/3/2011,4.99,5,4.65,4.746,5115650
10/4/2011,4.658,4.864,4.586,4.732,6001070
10/5/2011,4.806,5.166,4.67,5.074,6147070
10/6/2011,5.096,5.52,5.004,5.392,8845130
10/7/2011,5.4,5.52,5.21,5.398,5463425
10/10/2011,5.47,5.636,5.4,5.576,4617080
10/11/2011,5.502,5.554,5.418,5.522,2878015
10/12/2011,5.45,5.6,5.44,5.56,5616820
10/13/2011,5.546,5.694,5.488,5.588,5217065
10/14/2011,5.602,5.71,5.452,5.61,7002345
10/17/2011,5.572,5.6,5.452,5.484,3772195
10/18/2011,5.46,5.686,5.342,5.668,4998450
10/19/2011,5.612,5.612,5.46,5.514,3964250
10/20/2011,5.488,5.494,5.4,5.468,4998235
10/21/2011,5.48,5.66,5.402,5.606,5712750
10/24/2011,5.574,5.778,5.55,5.71,4603880
10/25/2011,5.646,5.772,5.56,5.65,3271855
10/26/2011,5.65,5.674,5.48,5.596,2552395
10/27/2011,5.668,5.79,5.622,5.752,4346675
10/28/2011,5.69,6,5.602,5.974,6319865
10/31/2011,5.9,5.902,5.75,5.874,5669845
11/1/2011,5.68,5.784,5.6,5.776,3178875
11/2/2011,5.8,5.852,5.65,5.742,4377605
11/3/2011,6,6.498,5.906,6.492,12553015
11/4/2011,6.292,6.48,6.102,6.462,15165535
11/7/2011,6.328,6.4,6.15,6.254,6331345
11/8/2011,6.274,6.4,6.144,6.368,5839150
11/9/2011,6.174,6.298,6.06,6.176,4451285
11/10/2011,6.188,6.3,6.13,6.266,3736365
11/11/2011,6.38,6.9,6.114,6.728,19341380
11/14/2011,6.6,6.708,6.524,6.644,6628280
11/15/2011,6.584,6.88,6.546,6.786,4454525
11/16/2011,6.696,7,6.68,6.988,9165680
11/17/2011,6.9,6.98,6.638,6.736,6746325
11/18/2011,6.728,6.822,6.508,6.52,4513645
11/21/2011,6.458,6.488,6.21,6.352,5157620
11/22/2011,6.352,6.558,6.21,6.414,3662590
11/23/2011,6.352,6.41,6.25,6.29,2258565
11/25/2011,6.372,6.482,6.216,6.332,1197975
11/28/2011,6.4,6.656,6.362,6.512,3405620
11/29/2011,6.5,6.614,6.326,6.35,2955270
11/30/2011,6.544,6.586,6.444,6.548,3801325
12/1/2011,6.514,6.798,6.396,6.52,5150540
12/2/2011,6.566,6.738,6.48,6.66,4013590
12/5/2011,6.706,7,6.686,6.884,5800250
12/6/2011,6.84,6.996,6.806,6.974,4758550
12/7/2011,6.926,6.978,6.76,6.838,3371220
12/8/2011,6.168,6.33,5.922,6.178,16529725
12/9/2011,6.108,6.224,6.056,6.208,6197220
12/12/2011,6.088,6.124,6.004,6.082,3793285
12/13/2011,6.114,6.186,5.782,5.89,4970075
12/14/2011,5.9,5.936,5.6,5.706,5819200
12/15/2011,5.772,5.834,5.624,5.724,3234810
12/16/2011,5.75,5.786,5.596,5.6,5148025
12/19/2011,5.622,5.7,5.474,5.55,4934760
12/20/2011,5.61,5.69,5.544,5.58,4216405
12/21/2011,5.582,5.614,5.206,5.514,8527035
12/22/2011,5.52,5.61,5.46,5.554,5046510
12/23/2011,5.6,5.6,5.504,5.58,2956950
12/27/2011,5.532,5.754,5.528,5.714,3887015
12/28/2011,5.798,5.848,5.608,5.702,2875690
12/29/2011,5.718,5.868,5.71,5.746,2440750
12/30/2011,5.698,5.796,5.65,5.712,1699300
1/3/2012,5.788,5.9,5.53,5.616,4640260
1/4/2012,5.642,5.734,5.5,5.542,3082330
1/5/2012,5.552,5.586,5.37,5.424,5027160
1/6/2012,5.45,5.558,5.282,5.382,4931435
1/9/2012,5.4,5.498,5.224,5.45,4484755
1/10/2012,5.488,5.552,5.45,5.524,3358660
1/11/2012,5.524,5.676,5.46,5.646,3361195
1/12/2012,5.654,5.724,5.562,5.65,3646500
1/13/2012,5.69,5.7,4.528,4.558,27514765
1/17/2012,5.332,5.468,5.282,5.32,23256955
1/18/2012,5.338,5.376,5.25,5.362,6300915
1/19/2012,5.404,5.548,5.322,5.352,6231110
1/20/2012,5.384,5.4,5.28,5.32,3238945
1/23/2012,5.362,5.442,5.32,5.354,2972665
1/24/2012,5.326,5.536,5.288,5.484,4289570
1/25/2012,5.454,5.602,5.41,5.594,3055560
1/26/2012,5.6,5.916,5.6,5.788,6355140
1/27/2012,5.7,5.944,5.7,5.866,3741805
1/30/2012,5.896,5.922,5.706,5.914,3450735
1/31/2012,5.976,6,5.774,5.814,4782065
2/1/2012,5.826,5.94,5.8,5.916,2615845
2/2/2012,5.944,6.176,5.92,6.05,3957420
2/3/2012,6.082,6.266,6.05,6.23,3822090
2/6/2012,6.22,6.38,6.21,6.36,3260805
2/7/2012,6.36,6.36,6.164,6.32,4696575
2/8/2012,6.322,6.402,6.258,6.386,3118130
2/9/2012,6.4,6.58,6.286,6.516,6387380
2/10/2012,6.452,6.454,5.968,6.22,9384875
2/13/2012,6.31,6.412,6.18,6.298,5789290
2/14/2012,6.328,6.758,6.28,6.634,9053875
2/15/2012,6.62,6.882,6.454,6.72,13445705
2/16/2012,6.7,6.902,6.508,6.838,10392750
2/17/2012,6.798,6.994,6.7,6.994,6883225
2/21/2012,6.974,6.974,6.762,6.9,5678940
2/22/2012,6.9,6.944,6.5,6.844,8274925
2/23/2012,6.798,6.994,6.712,6.906,4101725
2/24/2012,6.898,6.904,6.654,6.75,4799330
2/27/2012,6.682,6.8,6.6,6.724,3029765
2/28/2012,6.738,6.888,6.634,6.762,3060915
2/29/2012,6.762,6.824,6.628,6.682,2678420
3/1/2012,6.702,6.9,6.662,6.882,3517175
3/2/2012,6.852,6.9,6.742,6.808,2749855
3/5/2012,6.832,6.88,6.692,6.754,2334690
3/6/2012,6.65,6.656,6.524,6.622,2868745
3/7/2012,6.622,6.66,6.582,6.624,1373645
3/8/2012,6.622,6.698,6.608,6.614,3166335
3/9/2012,6.64,7.062,6.64,6.948,7766615
3/12/2012,6.938,7.258,6.92,7.202,9822600
3/13/2012,7.3,7.318,7.1,7.218,5008215
3/14/2012,7.2,7.2,6.96,7.058,4257320
3/15/2012,7.056,7.096,6.956,7,2857980
3/16/2012,6.998,7.178,6.966,7.064,3200460
3/19/2012,7.052,7.064,6.908,6.996,5077930
3/20/2012,6.996,7.04,6.914,6.992,2835005
3/21/2012,6.988,7.06,6.92,7.03,3035515
3/22/2012,6.994,7.03,6.86,6.88,2293795
3/23/2012,6.886,6.926,6.63,6.816,5852835
3/26/2012,7.12,7.618,7.008,7.48,15704455
3/27/2012,7.432,7.99,7.406,7.588,12700265
3/28/2012,7.558,7.688,7.422,7.57,4774850
3/29/2012,7.638,7.638,7.406,7.466,3981675
3/30/2012,7.548,7.588,7.336,7.448,4431560
4/2/2012,7.466,7.594,7.306,7.316,5142520
4/3/2012,7.344,7.694,7.334,7.602,5507100
4/4/2012,7.054,7.098,6.938,7,22408625
4/5/2012,7.02,7.088,6.936,6.942,5038820
4/9/2012,6.82,6.858,6.62,6.63,7777375
4/10/2012,6.63,6.77,6.42,6.492,9238345
4/11/2012,6.648,6.658,6.402,6.618,5527235
4/12/2012,6.754,6.896,6.584,6.688,5169020
4/13/2012,6.788,6.808,6.57,6.718,3247900
4/16/2012,6.716,6.74,6.418,6.45,5498755
4/17/2012,6.486,6.614,6.408,6.448,5577690
4/18/2012,6.418,6.55,6.306,6.532,4115480
4/19/2012,6.55,6.686,6.5,6.632,3874390
4/20/2012,6.628,6.746,6.588,6.632,4108870
4/23/2012,6.572,6.594,6.342,6.388,4453575
4/24/2012,6.364,6.44,6.2,6.364,3372335
4/25/2012,6.414,6.598,6.414,6.582,3560665
4/26/2012,6.592,6.704,6.582,6.698,2128595
4/27/2012,6.72,6.726,6.582,6.668,2954525
4/30/2012,6.654,6.672,6.516,6.626,2069240
5/1/2012,6.626,6.842,6.626,6.756,3415990
5/2/2012,6.7,6.878,6.678,6.788,2486255
5/3/2012,6.782,6.8,6.426,6.492,4210535
5/4/2012,6.464,6.492,6.28,6.366,6237430
5/7/2012,6.392,6.516,6.322,6.494,5789845
5/8/2012,6.5,6.546,5.874,6.038,15665760
5/9/2012,6.06,6.154,5.952,6.012,9679965
5/10/2012,6.594,6.936,6.48,6.592,28190420
5/11/2012,6.498,6.688,6.432,6.45,6106025
5/14/2012,6.384,6.426,6.01,6.012,7044135
5/15/2012,6.052,6.192,5.844,5.886,7928410
5/16/2012,5.916,6.036,5.776,5.836,6357665
5/17/2012,5.86,5.958,5.648,5.714,5100680
5/18/2012,5.674,5.692,5.366,5.512,8082435
5/21/2012,5.516,5.852,5.424,5.754,7642795
5/22/2012,6.02,6.268,6,6.158,11830850
5/23/2012,6.112,6.21,5.9,6.204,6213950
5/24/2012,6.25,6.25,5.938,6.064,5069875
5/25/2012,6.032,6.082,5.84,5.962,3785045
5/29/2012,6.002,6.386,6.002,6.338,8249585
5/30/2012,6.216,6.284,6.048,6.082,6535705
5/31/2012,6.014,6.058,5.75,5.9,5593505
6/1/2012,5.706,5.832,5.552,5.63,4428550
6/4/2012,5.606,5.682,5.422,5.576,5154170
6/5/2012,5.568,5.678,5.512,5.582,3154425
6/6/2012,5.64,5.89,5.628,5.83,4445510
6/7/2012,5.962,5.974,5.77,5.786,2460075
6/8/2012,5.772,6.038,5.63,6.016,4406045
6/11/2012,6.062,6.2,5.792,5.824,3179735
6/12/2012,5.846,5.968,5.762,5.932,2844970
6/13/2012,5.91,6.128,5.894,5.954,4221855
6/14/2012,6.036,6.13,5.724,5.878,4360805
6/15/2012,5.878,5.99,5.762,5.982,3233685
6/18/2012,5.988,6.466,5.9,6.368,6283980
6/19/2012,6.404,6.532,6.3,6.418,4555145
6/20/2012,6.7,6.9,6.642,6.756,17111710
6/21/2012,6.852,6.856,6.368,6.438,9459475
6/22/2012,6.52,6.796,6.492,6.758,15237260
6/25/2012,6.79,6.824,6.55,6.622,6893180
6/26/2012,6.41,6.47,6.278,6.322,13069245
6/27/2012,6.38,6.49,6.314,6.392,5235970
6/28/2012,6.38,6.422,6.124,6.282,4570200
6/29/2012,6.56,6.56,6.2,6.258,5628520
7/2/2012,6.27,6.36,6.038,6.08,6577670
7/3/2012,6.12,6.2,6.08,6.132,4735640
7/5/2012,6.162,6.334,6.16,6.246,6268830
7/6/2012,6.198,6.346,6.16,6.198,3922305
7/9/2012,6.188,6.366,6.134,6.298,4552045
7/10/2012,6.308,6.496,6.178,6.254,3791760
7/11/2012,6.314,6.336,6.202,6.302,3192580
7/12/2012,6.258,6.602,6.16,6.54,5628350
7/13/2012,6.594,6.88,6.566,6.85,6523560
7/16/2012,6.864,7.2,6.78,7.192,8719500
7/17/2012,7,7.042,6.476,6.67,12846065
7/18/2012,6.284,6.734,6.212,6.43,14410420
7/19/2012,6.544,6.63,6.408,6.454,7179390
7/20/2012,6.414,6.45,6.25,6.358,7842330
7/23/2012,6.21,6.26,6.124,6.132,6933715
7/24/2012,6.132,6.208,5.924,5.968,7502130
7/25/2012,5.984,5.996,5.75,5.79,14215080
7/26/2012,5.98,6,5.528,5.626,11315025
7/27/2012,5.742,5.932,5.62,5.902,8364840
7/30/2012,5.902,6.05,5.442,5.47,10330200
7/31/2012,5.508,5.594,5.47,5.484,7875300
8/1/2012,5.598,5.598,5.206,5.25,7961085
8/2/2012,5.368,5.37,5.104,5.22,6525080
8/3/2012,5.38,5.51,5.348,5.454,6047350
8/6/2012,5.51,5.74,5.51,5.654,7640845
8/7/2012,5.754,6.18,5.7,6.05,11936520
8/8/2012,5.98,6,5.718,5.818,6544475
8/9/2012,5.904,6,5.826,5.882,3362920
8/10/2012,5.862,5.988,5.862,5.988,3536950
8/13/2012,5.938,6.26,5.8202,6.234,4350250
8/14/2012,6.15,6.234,5.852,5.884,3966680
8/15/2012,5.878,5.94,5.762,5.88,2626925
8/16/2012,5.906,6.078,5.9,6.06,3344865
8/17/2012,6.058,6.142,5.996,6.002,2540610
8/20/2012,6.03,6.078,5.82,5.902,5895040
8/21/2012,5.916,6,5.8,5.822,3807580
8/22/2012,5.802,6.008,5.802,5.99,3877450
8/23/2012,6,6.17,5.93,6.146,7354870
8/24/2012,6.012,6.048,5.882,5.9,7150055
8/27/2012,5.914,5.94,5.634,5.664,6751625
8/28/2012,5.68,5.875,5.6,5.738,7013280
8/29/2012,5.698,5.728,5.604,5.682,4194415
8/30/2012,5.72,5.748,5.62,5.682,3281535
8/31/2012,5.722,5.768,5.64,5.704,2698680
9/4/2012,5.704,5.798,5.58,5.628,3762480
9/5/2012,5.602,5.7,5.562,5.588,3196135
9/6/2012,5.6,5.78,5.58,5.71,4208215
9/7/2012,5.71,5.914,5.7,5.87,4765755
9/10/2012,5.84,5.87,5.46,5.474,7416075
9/11/2012,5.552,5.632,5.48,5.56,5074355
9/12/2012,5.58,5.716,5.56,5.656,5725670
9/13/2012,5.714,5.9,5.696,5.896,7426795
9/14/2012,6,6.13,5.93,6.078,7682845
9/17/2012,6.47,6.556,6.302,6.508,16064500
9/18/2012,6.376,6.38,6.136,6.268,8942400
9/19/2012,6.198,6.348,6.188,6.21,5242285
9/20/2012,6.186,6.3,6.136,6.18,4561860
9/21/2012,6.22,6.298,5.908,6.004,9349850
9/24/2012,5.902,6.206,5.88,6.132,6509020
9/25/2012,5.724,5.896,5.506,5.532,28419760
9/26/2012,5.532,5.68,5.496,5.508,7636600
9/27/2012,5.564,5.708,5.52,5.698,8792765
9/28/2012,5.746,5.978,5.722,5.856,21716690
10/1/2012,5.9,5.978,5.8,5.832,4421525
10/2/2012,5.868,5.978,5.8,5.96,3644845
10/3/2012,5.95,5.99,5.848,5.86,5263940
10/4/2012,6,6.02,5.73,5.88,7706035
10/5/2012,5.94,5.962,5.736,5.778,4693350
10/8/2012,5.772,5.88,5.722,5.85,4450030
10/9/2012,5.824,5.824,5.65,5.674,5964895
10/10/2012,5.678,5.744,5.602,5.68,2525315
10/11/2012,5.788,5.796,5.65,5.664,2252855
10/12/2012,5.664,5.746,5.5,5.528,4937675
10/15/2012,5.604,5.61,5.372,5.466,7343335
10/16/2012,5.534,5.618,5.468,5.612,2396240
10/17/2012,5.65,5.768,5.56,5.7638,3339815
10/18/2012,5.798,5.798,5.556,5.608,3704735
10/19/2012,5.566,5.64,5.46,5.548,5136510
10/22/2012,5.598,5.6,5.472,5.57,2350990
10/23/2012,5.476,5.712,5.474,5.678,3746365
10/24/2012,5.704,5.704,5.45,5.484,5081840
10/25/2012,5.56,5.56,5.49,5.504,2888430
10/26/2012,5.506,5.56,5.404,5.476,2386525
10/31/2012,5.54,5.67,5.474,5.6262,3875710
11/1/2012,5.65,5.898,5.64,5.849,5120270
11/2/2012,5.854,5.91,5.71,5.7836,5151325
11/5/2012,5.96,6.316,5.866,6.3,10244335
11/6/2012,6.122,6.24,5.99,6.23,11619715
11/7/2012,6.2,6.41,6.162,6.308,8572345
11/8/2012,6.204,6.376,6.188,6.262,6369930
11/9/2012,6.12,6.186,5.97,6.064,4314640
11/12/2012,6.058,6.284,6.032,6.214,2779480
11/13/2012,6.258,6.4,6.144,6.3228,4991315
11/14/2012,6.392,6.424,6.24,6.276,4356575
11/15/2012,6.26,6.288,6.1,6.164,4919705
11/16/2012,6.202,6.4,6.118,6.368,4543000
11/19/2012,6.414,6.65,6.368,6.584,6961840
11/20/2012,6.58,6.62,6.382,6.6,4612135
11/21/2012,6.522,6.694,6.4572,6.494,4815665
11/23/2012,6.52,6.566,6.34,6.426,2151060
11/26/2012,6.422,6.46,6.324,6.454,2481095
11/27/2012,6.42,6.532,6.304,6.43,4553850
11/28/2012,6.4296,6.858,6.382,6.642,6438495
11/29/2012,6.688,6.8,6.574,6.738,5516575
11/30/2012,6.726,6.856,6.602,6.764,7101420
12/3/2012,6.778,7,6.7,6.924,10428765
12/4/2012,6.858,6.96,6.71,6.78,6321055
12/5/2012,6.764,6.838,6.716,6.742,3307430
12/6/2012,6.764,6.96,6.7,6.78,3301985
12/7/2012,6.86,6.898,6.77,6.834,3321930
12/10/2012,6.886,6.96,6.836,6.914,4648755
12/11/2012,6.92,7.1,6.892,7.056,7861550
12/12/2012,7.042,7.16,6.99,7.052,10319385
12/13/2012,7.052,7.06,6.55,6.722,10756120
12/14/2012,6.756,6.88,6.718,6.762,5114715
12/17/2012,6.754,6.9,6.75,6.88,4124045
12/18/2012,6.852,7.014,6.852,6.918,7771680
12/19/2012,6.97,7.052,6.904,6.922,6493655
12/20/2012,6.902,6.9576,6.81,6.886,4605970
12/21/2012,6.786,6.834,6.716,6.8,7461530
12/24/2012,6.728,6.87,6.71,6.856,1878980
12/26/2012,6.792,6.9,6.7,6.718,3008920
12/27/2012,6.7,6.782,6.6,6.738,2805425
12/28/2012,6.676,6.73,6.604,6.644,2070175
12/31/2012,6.6,6.794,6.6,6.774,2974230
1/2/2013,6.948,7.09,6.941,7.072,5973550
1/3/2013,7.036,7.09,6.95,6.954,3709705
1/4/2013,6.96,6.96,6.784,6.88,3369965
1/7/2013,6.922,6.96,6.78,6.868,2209545
1/8/2013,6.9,6.9,6.622,6.736,6419925
1/9/2013,6.802,6.838,6.68,6.728,3489895
1/10/2013,6.774,6.798,6.676,6.706,4612025
1/11/2013,6.808,6.808,6.422,6.582,7815870
1/14/2013,6.616,6.676,6.57,6.652,4625090
1/15/2013,6.622,6.85,6.616,6.78,8121945
1/16/2013,6.77,6.846,6.746,6.82,6890690
1/17/2013,6.832,6.97,6.784,6.876,7183020
1/18/2013,6.904,6.956,6.764,6.904,17775370
1/22/2013,6.912,7.11,6.852,7.038,9600655
1/23/2013,7.01,7.248,6.992,7.2,7821000
1/24/2013,7.2,7.544,7.168,7.398,9851945
1/25/2013,7.4,7.508,7.36,7.396,6438515
1/28/2013,7.372,7.742,7.372,7.606,9929960
1/29/2013,7.62,7.688,7.426,7.59,7132515
1/30/2013,7.57,7.6,7.486,7.504,4840490
1/31/2013,7.574,7.574,7.386,7.502,4506590
2/1/2013,7.634,7.7,7.524,7.66,5502950
2/4/2013,7.684,7.684,7.518,7.548,5639945
2/5/2013,7.6,7.73,7.536,7.626,6550960
2/6/2013,7.636,7.878,7.58,7.834,9465740
2/7/2013,7.838,7.936,7.79,7.896,5987605
2/8/2013,7.89,8,7.828,7.848,5698665
2/11/2013,7.596,7.83,7.5,7.684,16330740
2/12/2013,7.69,7.774,7.458,7.578,11306230
2/13/2013,7.614,7.8,7.61,7.69,4834010
2/14/2013,7.728,7.75,7.642,7.66,4953200
2/15/2013,7.7,7.702,7.39,7.408,10089745
2/19/2013,7.472,7.858,7.462,7.856,13506700
2/20/2013,7.86,7.93,7.692,7.708,15575400
2/21/2013,7.298,7.478,6.908,7.032,45188810
2/22/2013,7.144,7.278,7.12,7.222,12739155
2/25/2013,7.23,7.35,6.868,6.876,14446765
2/26/2013,6.892,6.992,6.76,6.886,13814500
2/27/2013,6.882,7.082,6.88,7.02,9795645
2/28/2013,7.178,7.22,6.874,6.966,9824465
3/1/2013,7,7.016,6.85,6.93,7733000
3/4/2013,6.954,7.166,6.94,7.116,8788300
3/5/2013,7.2,7.384,7.158,7.33,10434845
3/6/2013,7.402,7.576,7.394,7.538,5749625
3/7/2013,7.546,7.73,7.376,7.646,5791270
3/8/2013,7.612,7.888,7.472,7.694,4560260
3/11/2013,7.774,7.888,7.73,7.82,7897200
3/12/2013,7.78,7.876,7.77,7.824,6375310
3/13/2013,7.8,7.898,7.762,7.796,4109500
3/14/2013,7.78,7.782,7.354,7.37,10122295
3/15/2013,7.328,7.33,7.042,7.058,16398885
3/18/2013,7.06,7.212,6.984,7.03,6581680
3/19/2013,7.05,7.12,6.988,7.016,5492375
3/20/2013,7.052,7.214,7.032,7.19,7118420
3/21/2013,7.19,7.412,7.148,7.202,5731435
3/22/2013,7.24,7.36,7.24,7.324,2231175
3/25/2013,7.42,7.704,7.354,7.506,11896770
3/26/2013,7.596,7.644,7.532,7.572,9040685
3/27/2013,7.588,7.676,7.462,7.632,6481415
3/28/2013,7.646,7.648,7.55,7.578,5793260
4/1/2013,8.472,9.336,8.34,8.786,70516570
4/2/2013,8.72,9.1,8.702,8.868,33180710
4/3/2013,8.63,8.694,8.042,8.22,28224975
4/4/2013,8.222,8.45,8.162,8.402,11324335
4/5/2013,8.4,8.4,8.1,8.274,7761945
4/8/2013,8.394,8.51,8.302,8.366,8395005
4/9/2013,8.36,8.366,8.066,8.1,8480180
4/10/2013,8.152,8.402,8.122,8.372,10605440
4/11/2013,8.412,8.91,8.35,8.718,17238310
4/12/2013,8.65,9.0278,8.61,8.75,15746860
4/15/2013,8.7,8.76,8.502,8.66,8415920
4/16/2013,8.838,9.228,8.782,9.118,15902190
4/17/2013,9.09,9.19,8.908,9.09,10592140
4/18/2013,9.168,9.52,9.078,9.394,16840500
4/19/2013,9.492,9.976,9.414,9.566,15060680
4/22/2013,9.72,10.04,9.55,10.038,19696635
4/23/2013,10.2,10.584,10.132,10.202,18687250
4/24/2013,10.18,10.21,9.796,10.086,13149540
4/25/2013,10.1,10.48,10.1,10.4,13979675
4/26/2013,10.626,10.748,10.124,10.24,18110500
4/29/2013,10.308,10.998,10.24,10.988,18198310
4/30/2013,11.2,11.636,10.752,10.798,27613240
5/1/2013,11.198,11.198,10.6,10.656,13713890
5/2/2013,10.77,11.054,10.74,10.822,15251705
5/3/2013,11.294,11.294,10.9,10.91,16897015
5/6/2013,11.278,11.932,11.1,11.9,22406695
5/7/2013,12.4,12.474,11.024,11.102,49959725
5/8/2013,11.5,11.64,11.142,11.158,32810085
5/9/2013,14.024,15.154,12.738,13.88,142913780
5/10/2013,13.93,16.2,13.85,15.352,125421155
5/13/2013,16.198,17.6,15.83,17.56,111961930
5/14/2013,18.844,19.424,16.23,16.648,185749470
5/15/2013,16.36,17.376,15.622,16.968,83815045
5/16/2013,18.94,19,17.732,18.45,107996830
5/17/2013,18.5,18.888,17.5,18.3,95014525
5/20/2013,18.224,18.5,17.726,17.988,41686290
5/21/2013,17.7,17.998,17.056,17.518,44998905
5/22/2013,17.274,18.192,17.1,17.448,42843380
5/23/2013,16.962,18.602,16.61,18.546,60193415
5/24/2013,18.52,19.59,18.4,19.416,80589360
5/28/2013,20.31,22.15,20.06,22.066,98309260
5/29/2013,22.71,22.98,19.8,20.926,125398790
5/30/2013,20.492,21.908,20.24,20.99,80677975
5/31/2013,21.252,21.288,19.546,19.552,75835470
6/3/2013,19.524,19.524,17.65,18.518,95707890
6/4/2013,18.55,19.284,18.48,18.968,44189360
6/5/2013,18.732,19.594,17.822,19.074,61067735
6/6/2013,19.05,19.854,19.022,19.47,47560970
6/7/2013,19.6,20.58,19.34,20.408,53566955
6/10/2013,19.786,20.504,19.714,20.01,46158475
6/11/2013,19.636,19.736,18.81,18.894,36973455
6/12/2013,19.36,20.096,19.15,19.546,45942750
6/13/2013,19.8,19.856,19.024,19.636,29814215
6/14/2013,20,20.504,19.866,20.06,32829105
6/17/2013,20.72,20.95,20.24,20.44,35333360
6/18/2013,20.35,20.796,19.84,20.678,43986720
6/19/2013,20.412,21.334,20.402,20.936,42934300
6/20/2013,20.93,21.426,19.89,20.13,50541170
6/21/2013,20.74,20.74,19.5,19.91,58567115
6/24/2013,19.3,20.574,19.06,20.298,35612605
6/25/2013,20.62,20.84,20.11,20.48,29247660
6/26/2013,20.76,21.174,20.532,21.144,33037700
6/27/2013,21.35,22.05,21.226,21.85,43743630
6/28/2013,21.714,21.888,21.342,21.472,28742815
7/1/2013,21.872,23.554,21.83,23.436,54477910
7/2/2013,23.638,24.378,23.1,23.564,60332100
7/3/2013,23.6,23.85,22.854,23.048,24033310
7/5/2013,23.664,24.056,23.14,24.018,34116225
7/8/2013,24.274,24.436,23.764,24.322,39086455
7/9/2013,24.928,25.064,24.382,24.69,42854865
7/10/2013,24.638,24.65,24.158,24.454,28533505
7/11/2013,24.976,25.218,24.47,25.122,37424055
7/12/2013,25.1,25.988,24.902,25.98,56728545
7/15/2013,26.606,26.652,25.364,25.452,49614345
7/16/2013,25.256,25.264,21.46,21.81,161771795
7/17/2013,21.304,24.324,20.9,24.05,130109600
7/18/2013,24.194,24.546,23.236,23.806,57017780
7/19/2013,23.7,24.11,23.302,23.936,29451610
7/22/2013,23.978,25.336,23.976,24.486,48988585
7/23/2013,24.8,25.112,24.364,24.548,38682760
7/24/2013,24.894,24.9,23.912,24.34,34349430
7/25/2013,24.08,24.95,24.038,24.814,26421220
7/26/2013,25.628,26.136,25.322,25.878,48183405
7/29/2013,25.864,27.074,25.65,26.924,48423265
7/30/2013,26.96,27.498,25.636,26.348,65644240
7/31/2013,26.514,26.996,26.29,26.856,31750850
8/1/2013,27,27.304,26.526,27.11,26575785
8/2/2013,26.918,27.65,26.722,27.6,31256010
8/5/2013,28.002,28.978,27.93,28.936,50947570
8/6/2013,28.986,29.146,28.22,28.43,46283775
8/7/2013,28.378,28.39,26.472,26.846,90490930
8/8/2013,30.87,31.776,30.092,30.696,136208955
8/9/2013,30.48,31.19,30.25,30.6,44672270
8/12/2013,29.886,30.1,28.41,29.476,74516935
8/13/2013,29.9,29.968,28.89,29.086,43716840
8/14/2013,28.544,28.968,27.61,27.872,58452080
8/15/2013,27.286,28.72,27,27.934,50927650
8/16/2013,28.326,28.782,28.194,28.4,35507950
8/19/2013,28.686,29.476,28.566,28.98,40142930
8/20/2013,29.73,29.956,29.4,29.916,32043330
